Gene,Subset,Contrast,log2FC,Pr(>|t|),FDR
CCDC88B,Glioma,High - Low,0.44739509,0.031416068,0.072827651
CCL3L3,Glioma,High - Low,-1.00413141,0.121388424,0.198316503
CCN3,Glioma,High - Low,-0.162277479,0.786352344,0.841978348
CCNB1,Glioma,High - Low,0.281684051,0.677152933,0.754357471
CCNB1IP1,Glioma,High - Low,2.485506668,0.000118077,0.002765632
CCND2,Glioma,High - Low,2.233663652,0.001845679,0.011452832
CCNDBP1,Glioma,High - Low,0.867509387,0.079574908,0.144584274
CCNL1,Glioma,High - Low,0.698803556,0.034071918,0.076994067
CCNQ,Glioma,High - Low,1.573438371,0.010526683,0.034399626
CCT2,Glioma,High - Low,0.856132956,2.70E-05,0.001348137
CCT6A,Glioma,High - Low,0.907952068,0.000126214,0.0028512
CCT7,Glioma,High - Low,0.858967959,0.000824953,0.00736774
CD151,Glioma,High - Low,0.61133914,0.046770956,0.096848351
CD163L1,Glioma,High - Low,-0.478901929,0.376083075,0.480770914
CD24,Glioma,High - Low,1.987163644,0.020877828,0.054609247
CD74,Glioma,High - Low,-0.398398121,0.577552489,0.667330853
CDC42EP1,Glioma,High - Low,0.671101044,0.166969749,0.254042297
CDH18,Glioma,High - Low,0.532683376,0.430726758,0.533498503
CDH24,Glioma,High - Low,1.514958992,0.003243565,0.016049884
CDK20,Glioma,High - Low,1.67066497,0.001068065,0.00854256
CDKN2A,Glioma,High - Low,-0.289297042,0.747315533,0.810750995
CEBPB,Glioma,High - Low,0.588028383,0.40213266,0.506018541
CEMIP,Glioma,High - Low,-0.03349466,0.955030455,0.967901571
CENPF,Glioma,High - Low,0.726097709,0.279819563,0.382190438
CENPP,Glioma,High - Low,0.56988801,0.295856063,0.398974501
CEP41,Glioma,High - Low,1.047196728,0.078113204,0.142382873
CEP85L,Glioma,High - Low,0.202489212,0.563634576,0.655387878
CEP97,Glioma,High - Low,0.713087726,0.115358341,0.190753569
CERK,Glioma,High - Low,1.009684132,0.016016012,0.045487559
CERKL,Glioma,High - Low,0.74675884,0.127547625,0.206015838
CERT1,Glioma,High - Low,0.797427526,0.042245912,0.08983689
CFAP410,Glioma,High - Low,1.385025672,0.028873553,0.06845211
CFAP54,Glioma,High - Low,0.200371336,0.721227731,0.790145986
CFD,Glioma,High - Low,-0.568739389,0.368935934,0.473808552
CFL2,Glioma,High - Low,0.410663309,0.07703162,0.14100028
CGREF1,Glioma,High - Low,0.746906786,0.071835902,0.133714454
CHAC2,Glioma,High - Low,0.055365454,0.908367679,0.93331696
CHD5,Glioma,High - Low,-1.534186344,0.044910233,0.093976295
CHRFAM7A,Glioma,High - Low,0.483620238,0.207282935,0.301349708
CHST2,Glioma,High - Low,-0.555464016,0.313767673,0.418315336
CIBAR1,Glioma,High - Low,1.030960038,0.001778997,0.011277117
CILK1,Glioma,High - Low,1.641577533,0.008523979,0.02989672
CISD3,Glioma,High - Low,0.318435305,0.265022058,0.366181279
CKLF,Glioma,High - Low,0.634153919,0.017018806,0.047369733
CKS2,Glioma,High - Low,1.372690502,0.007698645,0.02784068
CLCN4,Glioma,High - Low,0.172535748,0.789343684,0.84421474
CLEC18C,Glioma,High - Low,0.474737212,0.392428072,0.496718943
CLEC2B,Glioma,High - Low,0.023230923,0.974194911,0.98199507
CLINT1,Glioma,High - Low,1.083148389,0.011364418,0.036010244
CLN5,Glioma,High - Low,0.931050191,0.00681428,0.025679935
CLU,Glioma,High - Low,0.439090853,0.340977559,0.445195371
CMBL,Glioma,High - Low,1.409109736,0.020691513,0.054291378
CMPK1,Glioma,High - Low,1.024552041,0.081496431,0.147145825
CMTM7,Glioma,High - Low,0.714055366,0.132326193,0.212036477
CNNM4,Glioma,High - Low,0.869957964,0.120037796,0.196678121
CNOT6L,Glioma,High - Low,1.33367508,0.002691155,0.01441706
CNTLN,Glioma,High - Low,0.570772515,0.353393466,0.457437533
CNTN1,Glioma,High - Low,-0.23999173,0.727516345,0.795371703
COG3,Glioma,High - Low,2.11054639,5.74E-06,0.000660851
COL11A2,Glioma,High - Low,0.474070588,0.113647616,0.188639482
COL18A1,Glioma,High - Low,0.569953354,0.368925485,0.473808552
COL3A1,Glioma,High - Low,-0.358630451,0.728130421,0.795795165
COL4A2,Glioma,High - Low,0.102180781,0.86197964,0.898272798
COL7A1,Glioma,High - Low,-0.359664595,0.57250597,0.663170899
COLGALT2,Glioma,High - Low,1.099318926,0.087084416,0.154540019
COMMD4,Glioma,High - Low,1.086088122,0.001030129,0.008442352
COPS4,Glioma,High - Low,1.435742618,0.001585906,0.010486899
COPS9,Glioma,High - Low,-0.096411583,0.733416209,0.799570944
COQ10A,Glioma,High - Low,0.710390134,0.036902567,0.081544529
COX10,Glioma,High - Low,1.258729406,0.001115419,0.008813625
COX20,Glioma,High - Low,1.005332817,0.010595231,0.034538836
COX7B,Glioma,High - Low,1.00090406,0.000130256,0.002893103
CPE,Glioma,High - Low,0.551324105,0.413421457,0.51674722
CPEB3,Glioma,High - Low,0.331630659,0.291658456,0.394655247
CRACD,Glioma,High - Low,1.64622104,0.022005522,0.056579915
CRIPT,Glioma,High - Low,1.236948256,0.040732618,0.087385247
CRTAP,Glioma,High - Low,1.107216656,0.000838125,0.007444754
CRTC3,Glioma,High - Low,0.454189432,0.0571752,0.112048331
CRYM,Glioma,High - Low,-1.34426087,0.051712821,0.104133492
CRYZ,Glioma,High - Low,1.254522541,0.007612091,0.027702404
CSNK2A3,Glioma,High - Low,1.024011556,8.97E-05,0.002407618
CSRNP1,Glioma,High - Low,0.695545164,0.139880551,0.2213775
CTSH,Glioma,High - Low,0.032737977,0.958548573,0.97048225
CTSL,Glioma,High - Low,0.343005446,0.537984941,0.632414871
CTTNBP2NL,Glioma,High - Low,1.007012605,0.035898145,0.079934423
CWC25,Glioma,High - Low,1.006040897,0.100675243,0.171960518
CYB5D1,Glioma,High - Low,0.361189003,0.327709738,0.432138543
CYBA,Glioma,High - Low,-0.312561345,0.515077014,0.612080536
CYCS,Glioma,High - Low,0.789496021,0.005102434,0.021242027
CYFIP2,Glioma,High - Low,0.337354754,0.408742374,0.512169959
CYP2A6,Glioma,High - Low,0.157030158,0.508825496,0.606523327
CYP51A1,Glioma,High - Low,1.207126645,0.016385986,0.046167789
DBNDD1,Glioma,High - Low,0.887011183,0.154643936,0.239729227
DBT,Glioma,High - Low,0.904573189,0.011813779,0.037030837
DCAF13,Glioma,High - Low,0.673896989,0.038279664,0.08362038
DCLK2,Glioma,High - Low,1.288587393,0.002224193,0.012862183
DCP1A,Glioma,High - Low,1.478324117,0.006297292,0.024553436
DCP2,Glioma,High - Low,1.412450313,0.013497305,0.040389595
DDX23,Glioma,High - Low,1.480404485,0.0012978,0.009372365
DDX52,Glioma,High - Low,1.679674241,4.37E-05,0.001679895
DENND10,Glioma,High - Low,0.503025517,0.055579585,0.109544408
DENND11,Glioma,High - Low,0.869413209,0.003276136,0.016125734
DENND2B,Glioma,High - Low,1.039619429,0.050621335,0.102630094
DENND3,Glioma,High - Low,0.005325193,0.990614272,0.993168944
DEPDC1,Glioma,High - Low,0.903943737,0.095000277,0.164818391
DERL2,Glioma,High - Low,1.869573426,0.001335248,0.009506471
DGKA,Glioma,High - Low,0.751397298,0.044738864,0.093722552
DGKH,Glioma,High - Low,0.973619804,0.047831247,0.098436735
DGKZ,Glioma,High - Low,0.049181628,0.903105143,0.929441569
DHRS1,Glioma,High - Low,-0.308841865,0.203172987,0.296947981
DHRS11,Glioma,High - Low,0.322706616,0.542233895,0.636381174
DIAPH2,Glioma,High - Low,1.412799031,0.010216494,0.033702341
DIAPH3,Glioma,High - Low,0.215567731,0.64179635,0.723776021
DISC1,Glioma,High - Low,1.490406764,0.008386237,0.029584861
DMD,Glioma,High - Low,0.378916983,0.451488796,0.552978747
DMPK,Glioma,High - Low,0.551527867,0.116878561,0.192610573
DNAJA1,Glioma,High - Low,0.409900663,0.012649371,0.038704888
DNAJC24,Glioma,High - Low,1.873195825,0.004113646,0.018578809
DNAJC4,Glioma,High - Low,0.507259741,0.286403765,0.389153642
DOCK7,Glioma,High - Low,0.961091257,0.040461571,0.086991509
DPP7,Glioma,High - Low,0.539725556,0.090559198,0.159131872
DPYD,Glioma,High - Low,0.550504521,0.294188815,0.397094243
DPYSL2,Glioma,High - Low,0.153249593,0.569694908,0.660674529
DRAM1,Glioma,High - Low,1.044300423,0.117052045,0.192823657
DST,Glioma,High - Low,0.612223522,0.081111034,0.1466225
DTWD1,Glioma,High - Low,0.695937427,0.21129943,0.306067423
DTX1,Glioma,High - Low,0.781228996,0.137166684,0.218216694
DUSP1,Glioma,High - Low,0.380241701,0.493838953,0.592109287
DUSP14,Glioma,High - Low,0.354096161,0.156123273,0.241479269
DUSP7,Glioma,High - Low,0.655050843,0.324255284,0.428965791
DUX1,Glioma,High - Low,1.227196592,0.04810792,0.098819736
DUX4,Glioma,High - Low,0.099909836,0.732484647,0.799135195
DUX5,Glioma,High - Low,0.333104453,0.207630066,0.301720362
E2F3,Glioma,High - Low,0.389384123,0.448552577,0.550309117
ECH1,Glioma,High - Low,0.503486552,0.144782681,0.22743127
EEF2KMT,Glioma,High - Low,0.670492483,0.327097784,0.431548901
EGFL8,Glioma,High - Low,1.519466875,0.012251795,0.03789576
EGLN1,Glioma,High - Low,0.678608396,0.116336826,0.191886881
EIF1AX,Glioma,High - Low,0.845115368,0.00248892,0.013699822
EIF2S1,Glioma,High - Low,1.050386004,0.000533414,0.005713274
EIF2S3,Glioma,High - Low,1.295749509,0.000105163,0.002612717
EIF4A1,Glioma,High - Low,1.196464077,2.67E-05,0.001348137
EIF4EBP1,Glioma,High - Low,0.810659181,0.070901714,0.132351887
EIF6,Glioma,High - Low,1.247883134,8.89E-05,0.002390676
ELAVL1,Glioma,High - Low,1.06482655,0.001800317,0.01133842
ELOA2,Glioma,High - Low,0.098965725,0.887249239,0.917450189
ELOB,Glioma,High - Low,0.585478254,4.57E-05,0.001699888
EME2,Glioma,High - Low,0.459804943,0.279221176,0.381572159
ENDOV,Glioma,High - Low,0.668210328,0.158654145,0.244700049
ENPP2,Glioma,High - Low,-1.658638199,0.144833883,0.227466963
EPB41L5,Glioma,High - Low,0.500131083,0.026612984,0.064514682
EPHA2,Glioma,High - Low,0.72324762,0.180476451,0.27000687
EPHB6,Glioma,High - Low,-0.993423074,0.189376139,0.280804279
EPOP,Glioma,High - Low,0.995098547,0.073173391,0.135664005
EPRS1,Glioma,High - Low,0.364295101,0.03616533,0.080310831
ERCC3,Glioma,High - Low,1.382932166,0.000548085,0.005805889
ERO1A,Glioma,High - Low,-0.092731836,0.781700302,0.838873031
ERP44,Glioma,High - Low,1.229928464,0.01077554,0.034861416
EVI2A,Glioma,High - Low,-0.688573836,0.451233626,0.552796206
EXOSC6,Glioma,High - Low,0.231825955,0.299331749,0.402666248
F2R,Glioma,High - Low,1.916096713,0.008406617,0.029643909
F3,Glioma,High - Low,-0.15095184,0.783999739,0.840049803
F8A1,Glioma,High - Low,0.043717385,0.838282212,0.880869101
FAHD2B,Glioma,High - Low,0.292783853,0.226045128,0.323175971
FAM106A,Glioma,High - Low,0.721500488,0.134853796,0.215243296
FAM156A,Glioma,High - Low,1.069937647,0.002236766,0.012889947
FHIP2A,Glioma,High - Low,1.239504122,0.00134013,0.009515357
FAM171A2,Glioma,High - Low,1.875181222,0.00268023,0.01437618
FAM171B,Glioma,High - Low,0.144620791,0.782879869,0.839720317
FAM229B,Glioma,High - Low,0.847038767,0.115820677,0.191176623
FAM241A,Glioma,High - Low,-1.168296546,0.047651785,0.098221791
FAM72B,Glioma,High - Low,1.53286885,0.037065769,0.081741976
FAM81A,Glioma,High - Low,0.231318678,0.652152538,0.733559551
FANCD2,Glioma,High - Low,1.141456177,0.038206254,0.083483726
FANCI,Glioma,High - Low,1.113542357,0.047539947,0.098053012
FARP2,Glioma,High - Low,0.396960031,0.06133489,0.118218418
FARSA,Glioma,High - Low,1.669024232,0.000105378,0.002613103
FBN1,Glioma,High - Low,0.266134934,0.534422772,0.629187785
FBXL16,Glioma,High - Low,0.156795468,0.85016987,0.89014587
FBXO15,Glioma,High - Low,0.233246552,0.699958498,0.772893396
FCGBP,Glioma,High - Low,0.552401527,0.608517661,0.694622645
FCHO1,Glioma,High - Low,-0.214657745,0.660506949,0.740793
FDX1,Glioma,High - Low,0.404829458,0.110882885,0.185177247
FEZ1,Glioma,High - Low,0.592748543,0.235893542,0.334403871
FGD4,Glioma,High - Low,1.749801312,0.013542493,0.040454451
FHDC1,Glioma,High - Low,1.409133588,0.009374684,0.031848142
FKBP10,Glioma,High - Low,0.668862693,0.128510448,0.207171401
FKBP1A,Glioma,High - Low,0.7475093,0.014276896,0.042006157
FLII,Glioma,High - Low,0.803911807,0.038821902,0.084504599
FMN2,Glioma,High - Low,1.391983017,0.046304993,0.096035367
FMR1,Glioma,High - Low,1.233409039,0.016788997,0.046915799
FNDC10,Glioma,High - Low,-0.188472494,0.663884146,0.743752471
FNDC5,Glioma,High - Low,-0.022660798,0.966308667,0.976074632
FOCAD,Glioma,High - Low,-0.073127758,0.905772093,0.931327601
FOLR2,Glioma,High - Low,-0.877063439,0.30718345,0.411200584
FOS,Glioma,High - Low,0.383664627,0.512303441,0.609725384
FOSL1,Glioma,High - Low,1.128721106,0.10369458,0.175932764
FOXD4L4,Glioma,High - Low,1.104258577,0.154775737,0.239848352
FOXO1,Glioma,High - Low,0.891781528,0.000474995,0.005436282
FOXP1,Glioma,High - Low,0.291059432,0.495410447,0.593667305
FSTL1,Glioma,High - Low,0.886317194,0.040379374,0.086855124
FUOM,Glioma,High - Low,0.922676118,0.147492312,0.230839545
FURIN,Glioma,High - Low,0.313518878,0.364517042,0.469284329
FZD3,Glioma,High - Low,2.025978168,4.43E-05,0.001687513
FZD4,Glioma,High - Low,1.18866866,0.006344372,0.024634299
G0S2,Glioma,High - Low,-0.941014119,0.144840149,0.227466963
GAA,Glioma,High - Low,0.640938268,0.039589556,0.085606284
GABRA3,Glioma,High - Low,0.921655569,0.091860795,0.160664359
GALNT15,Glioma,High - Low,0.634290213,0.306064217,0.409864067
GAN,Glioma,High - Low,0.167500382,0.658587399,0.739210014
GARS1,Glioma,High - Low,0.720583849,0.058951965,0.114911396
GATAD2A,Glioma,High - Low,1.094316039,0.027463834,0.06601505
GBP4,Glioma,High - Low,0.071901012,0.925405295,0.9465884
GCLM,Glioma,High - Low,0.431441499,0.360490246,0.465014659
GCSH,Glioma,High - Low,1.75214823,0.002072968,0.012316428
GEMIN6,Glioma,High - Low,1.289908842,0.001074519,0.008588937
GEN1,Glioma,High - Low,1.122019041,0.008550101,0.029964257
GGNBP2,Glioma,High - Low,0.745179755,0.006212955,0.024311483
GGT7,Glioma,High - Low,1.17876848,0.02868317,0.068157667
GGTLC1,Glioma,High - Low,0.523968164,0.299533723,0.402896551
GINS2,Glioma,High - Low,-0.314625313,0.503345389,0.601445913
GINS3,Glioma,High - Low,0.446812173,0.255865345,0.35642568
GLA,Glioma,High - Low,0.978051573,0.051785517,0.104244721
GLIS2,Glioma,High - Low,1.150898052,0.024815036,0.061383575
GLIS3,Glioma,High - Low,0.930574088,0.047562893,0.098084888
GNG14,Glioma,High - Low,-0.858910708,0.003957322,0.018078581
GOLGA6L6,Glioma,High - Low,0.479054937,0.469793133,0.569220941
GOLGA8J,Glioma,High - Low,0.834056414,0.100487571,0.17169304
GP1BB,Glioma,High - Low,0.713844575,0.108275289,0.181913045
GPATCH2,Glioma,High - Low,2.348955211,5.87E-05,0.001925547
GPNMB,Glioma,High - Low,-0.425119433,0.558700485,0.651270073
GPR137,Glioma,High - Low,1.119240712,0.00360816,0.017097951
GPR173,Glioma,High - Low,1.561318329,0.003999854,0.018200352
GPR75,Glioma,High - Low,0.820366853,0.074773958,0.137938308
GPRC5C,Glioma,High - Low,-1.020170058,0.002175658,0.012705569
GRAMD1B,Glioma,High - Low,1.056717694,0.077065552,0.141037078
GSDME,Glioma,High - Low,1.988461639,0.001808835,0.011351756
GSG1L2,Glioma,High - Low,-0.534562806,0.271153985,0.372765553
GSTP1,Glioma,High - Low,1.091569896,0.0001819,0.003335381
GSTT1,Glioma,High - Low,0.520002961,0.513712724,0.610791926
GSTZ1,Glioma,High - Low,1.661398858,0.000198689,0.003473206
GTF2B,Glioma,High - Low,0.109934199,0.706812936,0.778753844
GTF2F1,Glioma,High - Low,1.310164011,4.78E-06,0.000638724
GTF2I,Glioma,High - Low,1.280274073,3.02E-05,0.001428519
GTPBP8,Glioma,High - Low,1.077455829,0.065844033,0.124827416
GXYLT2,Glioma,High - Low,-0.521159166,0.22601612,0.323175971
H1-0,Glioma,High - Low,0.808639274,0.000501768,0.005565018
H1-2,Glioma,High - Low,0.838517687,0.027362619,0.065832188
H1-3,Glioma,High - Low,1.179403033,0.230620736,0.328244081
H1-4,Glioma,High - Low,0.751652926,0.015900033,0.04526566
H1-5,Glioma,High - Low,2.118095447,0.091447087,0.160183682
H2AC11,Glioma,High - Low,0.608464816,0.468531276,0.568270495
H2AC12,Glioma,High - Low,1.137582775,0.157758115,0.243547577
H2AC13,Glioma,High - Low,1.243738721,0.058597395,0.114407351
H2AC14,Glioma,High - Low,1.548985559,0.049059385,0.100286421
H2AC15,Glioma,High - Low,1.375181738,0.025457992,0.062501686
H2AC16,Glioma,High - Low,2.003572343,0.039901256,0.086109634
H2AC17,Glioma,High - Low,0.854483688,0.258660282,0.359515825
H2AC19,Glioma,High - Low,0.796007187,0.044929127,0.094000808
H2AC20,Glioma,High - Low,1.163212621,0.003151695,0.015762087
H2AC21,Glioma,High - Low,0.84294976,0.02021519,0.053383922
H2AC4,Glioma,High - Low,0.475564782,0.341604386,0.445747083
H2AC6,Glioma,High - Low,0.871672661,0.016306711,0.046020329
H2AC7,Glioma,High - Low,1.684410165,0.009005491,0.03103489
H2AC8,Glioma,High - Low,1.013670471,0.026117138,0.063666298
H2AJ,Glioma,High - Low,-0.385515562,0.176693429,0.265884603
H2AW,Glioma,High - Low,2.039175857,0.002153144,0.012630425
H2AZ1,Glioma,High - Low,0.649480197,0.012533719,0.038467882
H2BC10,Glioma,High - Low,1.525889906,0.054045421,0.107463287
H2BC11,Glioma,High - Low,0.891427574,0.325398838,0.430174372
H2BC13,Glioma,High - Low,0.631747161,0.377892087,0.482471096
H2BC14,Glioma,High - Low,1.563103981,0.075370897,0.138755786
H2BC15,Glioma,High - Low,1.291955198,0.037781547,0.082818315
H2BC17,Glioma,High - Low,1.420975479,0.12179356,0.198858098
H2BC18,Glioma,High - Low,1.234699629,0.022752923,0.057836604
H2BC3,Glioma,High - Low,1.079758163,0.184572862,0.275052638
H2BC4,Glioma,High - Low,0.859387427,0.049498677,0.100932282
H2BC6,Glioma,High - Low,0.541295238,0.320098461,0.424668067
H2BC7,Glioma,High - Low,1.509833334,0.01568375,0.044884663
H2BC8,Glioma,High - Low,1.457783372,0.007634218,0.027732811
H2BC9,Glioma,High - Low,1.067079162,0.095026438,0.16482702
H2BS1,Glioma,High - Low,0.711553777,0.24876515,0.348313775
H2BU1,Glioma,High - Low,1.103492209,0.029856133,0.070205882
H3-4,Glioma,High - Low,0.527649322,0.259569882,0.360322688
H3C1,Glioma,High - Low,0.873932251,0.116200242,0.191685746
H3C10,Glioma,High - Low,2.044650374,0.01652052,0.046426951
H3C11,Glioma,High - Low,1.44587274,0.090524238,0.159091792
H3C12,Glioma,High - Low,1.130071179,0.042133913,0.089627931
H3C15,Glioma,High - Low,0.793625568,0.332987795,0.437380538
H3C2,Glioma,High - Low,1.962430104,0.072799387,0.135181163
H3C3,Glioma,High - Low,1.594137124,0.088510574,0.156434793
H3C4,Glioma,High - Low,1.85290794,0.015895386,0.045265267
H3C6,Glioma,High - Low,1.110561543,0.025147751,0.061995765
H3C7,Glioma,High - Low,1.232264056,0.163189743,0.24972979
H3C8,Glioma,High - Low,1.33321274,0.116630407,0.192274228
H4C1,Glioma,High - Low,0.659704397,0.148404085,0.231951138
H4C12,Glioma,High - Low,0.661746784,0.224516179,0.321442355
H4C13,Glioma,High - Low,0.597094861,0.164892486,0.251741758
H4C15,Glioma,High - Low,1.058777766,0.016547835,0.046453861
H4C2,Glioma,High - Low,0.921554854,0.066927116,0.126319264
H4C3,Glioma,High - Low,1.240705106,0.056930914,0.11173684
H4C4,Glioma,High - Low,0.838817711,0.330429023,0.434827656
H4C5,Glioma,High - Low,1.029514155,0.001613897,0.01058649
H4C6,Glioma,High - Low,0.816752603,0.202793873,0.296534145
H4C8,Glioma,High - Low,0.492749403,0.237956395,0.336562934
H4C9,Glioma,High - Low,1.015088053,0.139553354,0.220939789
HAPLN1,Glioma,High - Low,1.30423789,0.152229126,0.23682699
HAX1,Glioma,High - Low,1.092600619,0.004283906,0.019084444
HBEGF,Glioma,High - Low,0.438986492,0.505998072,0.603812683
HDAC1,Glioma,High - Low,1.68912774,0.007816753,0.028116688
HDGFL2,Glioma,High - Low,0.743941908,0.004597942,0.019927459
HDGFL3,Glioma,High - Low,0.63347687,0.104202107,0.176519368
HELB,Glioma,High - Low,-0.219055074,0.702257597,0.774743741
HELZ2,Glioma,High - Low,0.84249304,0.231030701,0.328720384
HEXD,Glioma,High - Low,1.556892229,0.007464482,0.027345403
HEXIM1,Glioma,High - Low,0.572095455,0.126678492,0.204966491
HIC1,Glioma,High - Low,0.710613658,0.117236219,0.193054185
HIRIP3,Glioma,High - Low,1.988366843,0.000995189,0.008261424
HLA-B,Glioma,High - Low,0.204281254,0.729420245,0.796588478
HLA-DQA2,Glioma,High - Low,0.637796433,0.288201192,0.390946768
HLA-DQB2,Glioma,High - Low,-0.004029734,0.991137564,0.993489828
HLA-DRA,Glioma,High - Low,-0.475131766,0.547918132,0.641671924
HLA-F,Glioma,High - Low,1.161961763,0.139121124,0.220442076
HMGB3,Glioma,High - Low,1.022969068,0.001134493,0.008864939
HNRNPC,Glioma,High - Low,0.895264597,1.27E-05,0.000973587
HNRNPM,Glioma,High - Low,0.900485145,3.78E-05,0.001547464
HNRNPR,Glioma,High - Low,0.942383528,0.000745689,0.006914519
HNRNPU,Glioma,High - Low,0.772746488,4.66E-06,0.000636015
HOOK2,Glioma,High - Low,2.257814028,2.27E-05,0.001281426
HOOK3,Glioma,High - Low,0.68523609,0.000356931,0.004687359
