Gene,B cell-like,Endothelial,Ly-like,Myeloid,Pericyte/vSMC,T11,T16,T9,T17,T18,T10,T1,T13,T3,T14,T15,T2,T4,T12,T5,T6,T7,T8
E2F3,0.591524635,0.489265146,0.341715321,0.562832459,0.335760779,1,0.517500016,0.65198623,0.760593641,0.873722518,0.57870314,0.456049898,0.619861806,0.448545536,0.421197804,0.552835238,0.476127344,0.648849778,0.536553358,0.559618945,0.509003638,0.495495917,0.396192424
E2F4,0.566225947,0.728184397,0.497607343,0.597012622,1,0.576603374,0.478457244,0.391035279,0.706546768,0.931242363,0.424845287,0.801976311,0.528054597,0.969294218,0.691287679,0.37249206,0.636077635,0.594502416,0.531283037,0.461670525,0.563394302,0.677617076,0.741501012
E2F5,1,0.097984717,0.100473349,0.232343642,0.441489168,0.355940621,0.360441559,0.70536233,0.311176135,0.123837922,0.280624275,0.480468358,0.716964759,0.413470157,0.398876869,0.576722199,0.306696058,0.331155082,0.523917012,0.406591541,0.3992339,0.330581026,0.565984548
EBI3,0.266455851,0.105974742,0.316751028,0.556188665,0.176103619,0.505075155,0.188658074,0.298972777,0.226373389,0.433626241,0.199617007,0.312286168,0.124414874,0.576851645,0.251487771,1,0.252360679,0.183865083,0.216683556,0.198782986,0.208771971,0.343879275,0.457469025
EBP,0.477777008,0.413079251,0.520230717,0.477355522,0.406056683,0.290088901,0.461010618,0.169464377,0.628442702,0.102616915,0.586328834,0.367372113,0.724874026,0.472974593,0.435224415,0.500790347,0.449688196,1,0.403580927,0.322924421,0.413002923,0.366767775,0.224326813
ECHS1,0.484154642,0.171403089,0.656607443,0.475512832,0.337794126,0.704721039,0.588330534,0.363541433,0.383488595,0.360821627,0.404979011,0.850359203,0.517157699,0.645744314,0.522655606,1,0.328473969,0.702992858,0.727601484,0.752249187,0.838976029,0.604558899,0.513833257
ECI1,0.471307446,0.35499527,0.599716334,0.479093104,0.694446588,0.838610133,0.730932531,0.704833766,1,0.595100194,0.425061915,0.362276654,0.937624368,0.88167076,0.537058756,0.636081422,0.975260873,0.774639917,0.527548876,0.599719383,0.770390778,0.825891696,0.717722521
ECI2,0.647009116,0.777398983,0.767622721,0.270766299,0.385774399,0.640928757,0.293533833,0.748696987,0.592028248,0.371303085,0.508541859,0.384509957,0.267469721,0.470125152,0.357091367,1,0.422101737,0.430701904,0.560453012,0.416243108,0.446459403,0.436963308,0.291219121
ECSIT,0.309963277,0.231570007,0.289263624,0.425068406,0.235091086,1,0.358453872,0.30247261,0.41557978,0.354826559,0.435326694,0.342466156,0.640735103,0.4765826,0.494144931,0.673981171,0.566000526,0.441994955,0.449955407,0.477994903,0.309398942,0.335497351,0.321767922
EDA,0.45511436,0.4196199,0.420940397,0.539095964,0.600996018,0.115176021,0.380377008,0.809878542,0.571544973,0.62474233,0.365293643,0.541060548,0.325737283,0.658823858,0.642626142,0.279187564,0.423657059,1,0.355826221,0.550092659,0.403490043,0.407467188,0.544597015
EDEM1,0.685250514,0.620870716,0.488461744,1,0.398104281,0.275144953,0.949829611,0.395397429,0.439038494,0.680965257,0.568047694,0.817367076,0.960841276,0.361911505,0.536055907,0.289458324,0.631977809,0.574955932,0.288993485,0.361503643,0.686059307,0.75828076,0.755354176
EDEM2,0.322333397,0.361975772,0.789135109,0.600983897,0.582928953,0.762718249,0.52532901,0.614828988,0.800567393,0.589329058,0.419436059,0.468302857,0.895574133,0.726030017,0.554070218,0.605512317,0.710610257,1,0.506765139,0.520565679,0.660182765,0.722612831,0.890258001
EDEM3,0.283030326,0.710254923,0.59452597,0.406266587,0.438677558,0.325356618,0.421676209,0.597901251,0.382851656,0.139621964,0.542410105,0.22250473,0.570291437,0.55812922,0.32107451,0.666318533,0.567999569,1,0.181825606,0.324020431,0.596135422,0.386807181,0.283447531
EDIL3,0.12597588,0.232284266,0.101675718,0.143908014,0.565982923,0.465006901,0.874337718,0.246239276,0.1686416,0.639330467,0.148250679,0.914606665,0.309440895,0.312699168,0.231847324,1,0.120255632,0.419856293,0.740586789,0.482885361,0.310201301,0.244622266,0.365698337
EDN1,0.038259522,1,0.133507566,0.058453472,0.061880559,0.017293896,0.017808648,0.041406012,0.046024629,0,0.020076534,0.065210322,0.044968464,0.024435174,0.073972061,0.04673784,0.021604073,0.045764479,0.052490351,0.088530037,0.030032753,0.040619007,0.028805011
EDN3,0.460803497,0.513130294,1,0.420974488,0.854910517,0.639734442,0.270541885,0.722006782,0.672338577,0.140545726,0.099050697,0.636560634,0.669292715,0.64293685,0.615268155,0.133707476,0.312316545,0.625473802,0.384643181,0.64985341,0.535396797,0.653866821,0.718533955
EDNRA,0.484681153,0.19900594,0.278094228,0.279955578,1,0.987796562,0.385488452,0.68436985,0.287335112,0.618518851,0.257023024,0.63060582,0.370803695,0.515768835,0.550178617,0.543954697,0.286873984,0.526931894,0.565461246,0.433726341,0.424532362,0.405785032,0.884693272
EDNRB,0.142433886,0.206526385,0.181300812,0.181115828,0.365973144,0.242412477,0.467296708,0.22944537,1,0.240248016,0.506162178,0.396063627,0.366322094,0.538135105,0.331067273,0.18051323,0.454033565,0.268916901,0.287079415,0.602832074,0.286115538,0.341214424,0.223722318
EEA1,0.874678987,0.608375267,0.476874508,0.639591742,0.568511107,0.365570193,0.24708437,0.611613578,0.5017966,0.558760702,0.750821345,0.608388097,0.532796969,0.537231784,0.410929059,0.430070533,0.660266497,0.829629634,0.327193958,0.535916941,0.583735843,0.506295402,1
EED,0.204313268,0.146450803,0.238961867,0.332651626,0.21628573,1,0.130681793,0.57362005,0.302659048,0.129416152,0.227273484,0.57615817,0.474354307,0.44050987,0.307972441,0.156996674,0.284959671,0.565312478,0.261623971,0.194632021,0.310092686,0.30118199,0.433258072
EEF2K,0.907447916,0.880230815,0.411502402,0.843957759,0.737745884,0.812521874,0.395067541,0.824574325,0.768415033,0.425369265,0.975993835,0.315092988,0.482759953,0.874942399,0.639018647,0.72735585,0.56157518,0.578702471,0.510072135,0.794521256,0.83160739,0.67176304,1
EFEMP2,1,0.448848101,0.622513753,0.584833384,0.864051864,0.373752261,0.541119822,0.610944016,0.704489244,0.458656099,0.973709262,0.251708657,0.665886254,0.803204498,0.37254141,0.444204364,0.579714685,0.577712979,0.400355723,0.714268079,0.567485568,0.373752489,0.509746365
EFNA1,0.157817195,1,0.466691503,0.189738786,0.272511676,0.200781934,0.368692119,0.334772601,0.454911259,0.156567772,0.464016016,0.706915101,0.202263567,0.497860223,0.262193081,0.855372229,0.425656243,0.227184682,0.224549124,0.409608678,0.27547327,0.318750395,0.346248099
EFNA2,0.411313715,0.288184465,0.57663199,0.292986413,0.101285993,0.046377411,0.515902564,0.554548615,0.148051523,0.354462943,0.442697957,0.561160253,0.718920564,0.514282307,0.492351795,0.399580368,0.65460545,1,0.496905454,0.618990259,0.372604724,0.442242448,0.579202948
EFNA3,0.3234815,0.121778642,0.285298113,0.5504146,0.437195461,1,0.584745745,0.522464445,0.656011791,0.231110964,0.250116166,0.582656499,0.540636229,0.398552571,0.474838509,0.791311577,0.470873909,0.621842374,0.603512528,0.391964327,0.45245947,0.336957889,0.320407965
EFNA4,0.433031947,0.438728629,0.32663182,0.407447925,0.344225764,0.447450734,0.517104296,0.568827203,1,0.17515432,0.296415907,0.457363588,0.556455482,0.683026073,0.407950865,0.431771423,0.529661414,0.355321778,0.373901913,0.247877962,0.262919185,0.301719096,0.619832907
EFNA5,0.444392034,0.134011736,0.349760106,0.326440489,0.447590004,0.682966039,0.474175585,0.539930331,0.488003597,1,0.322544383,0.499629244,0.324593921,0.482579798,0.431762573,0.444654135,0.603279987,0.398259245,0.625339778,0.538616896,0.550385581,0.53336158,0.764686968
EFNB1,1,0.642084377,0.386142942,0.475370191,0.293338712,0.87896946,0.452195127,0.372773378,0.442078455,0.46934536,0.367897014,0.454511633,0.432309591,0.584913078,0.392026835,0.276576413,0.372943723,0.682787496,0.448826714,0.498682698,0.422983273,0.51622637,0.432351182
EFNB2,0.276230272,1,0.444236395,0.203281399,0.620856856,0.40035772,0.253906322,0.230959971,0.547399525,0.515927133,0.292631734,0.138756816,0.369989498,0.218495286,0.295228809,0.108942903,0.307136352,0.36892411,0.415352269,0.268178721,0.244928236,0.215281215,0.400397127
EFNB3,0.434341188,0.135473653,0.44374055,0.537569653,0.497295133,0.574928832,0.5523336,0.961201582,0.656173798,0.365389295,0.447471549,0.477436185,0.851580022,0.615362453,0.683583562,0.402415953,0.412258993,1,0.596926372,0.458818258,0.617351393,0.824419882,0.946497814
EFTUD2,0.306453289,0.686142281,0.639989657,0.594311563,0.65374748,0.766419353,0.645847429,0.584262871,0.702230346,0.694573588,1,0.841061321,0.48429136,0.391386791,0.490859195,0.537646019,0.582654779,0.541715083,0.627523139,0.517626263,0.663709741,0.56914719,0.59813951
EGF,0.713398853,0.534461001,0.484456284,0.402957926,0.323674166,0.81242819,0.534628256,0.601440282,0.304250277,0.274384998,0.27354735,0.372636623,0.373436296,0.877469973,0.62925973,0.319021783,0.48990265,0.536427317,0.807767038,0.467333488,0.695223523,0.560745534,1
EGFR,0.024290501,0.058920315,0.183124479,0.046441037,0.051980166,0.020094679,0.031196797,0.045232662,0.040629449,0.038066269,0.413874007,0.019544873,0.057260449,0.050044485,0.174468717,0.047116589,1,0.036111375,0.031988485,0.032568353,0.062657492,0.054158614,0.057757482
EGLN1,0.243098318,1,0.672703786,0.37308852,0.496632613,0.40573855,0.362876145,0.52348786,0.568133336,0.440423398,0.341006404,0.461078261,0.431492223,0.31283776,0.411793441,0.434209069,0.651959688,0.532248321,0.551726332,0.571428732,0.485581236,0.486047594,0.650511013
EGLN3,0.860891676,0.19028866,0.288946959,0.350712931,0.537721545,1,0.825752853,0.660225035,0.492163979,0.579346355,0.424908223,0.912491848,0.842337044,0.919072823,0.524497977,0.44703101,0.557108656,0.547730527,0.533281324,0.889371427,0.873504227,0.484778693,0.826936894
EGR1,1,0.541007023,0.086194757,0.275925639,0.639795512,0.163914339,0.217466347,0.102885127,0.130700547,0.124014953,0.356973939,0.011460411,0.108913209,0.086891673,0.265156243,0.8776996,0.145988912,0.058977881,0.260995674,0.069327911,0.174542937,0.095422898,0.093023486
EGR2,0.828545838,0.484621765,0.386906197,0.92226376,0.383605957,1,0.410272167,0.575953458,0.540604387,0.250648523,0.215164605,0.498211956,0.48119996,0.623041684,0.704286762,0.445597062,0.350628071,0.939645444,0.384893549,0.398303531,0.577874446,0.593389897,0.618747701
EHBP1L1,0.870354736,0.502799148,0.238370709,1,0.681397072,0.774393639,0.130731612,0.508349074,0.594635052,0.242627825,0.239434544,0.406530023,0.463932372,0.467672847,0.323698938,0.1722643,0.159351398,0.424605043,0.297673843,0.177591663,0.386848097,0.303131879,0.464550813
EHD1,0.508740085,0.467895423,0.468255065,0.68983879,0.804686898,1,0.707256702,0.568863152,0.855077073,0.77359982,0.59958269,0.354791024,0.883628865,0.605600519,0.510162473,0.598173225,0.455419591,0.521028331,0.782989276,0.947642012,0.686166063,0.799064948,0.921669793
EHD4,0.598608743,1,0.721410616,0.507865341,0.52338472,0.529907757,0.368497868,0.699368507,0.472407215,0.154728645,0.144543203,0.668198861,0.458324236,0.618640644,0.401793842,0.444781681,0.337561652,0.21350734,0.560948835,0.284722241,0.403624103,0.422753981,0.553230975
EHHADH,0.615706842,0.13836728,0.381150627,0.309497452,0.432205692,0.561110464,0.450066437,0.554053934,0.533831317,0.510339826,0.262227014,1,0.514583744,0.385602779,0.411259255,0.307700902,0.507403533,0.618392639,0.452398496,0.403828085,0.544745171,0.598774685,0.652283689
EHMT1,0.696709163,1,0.365026429,0.581381041,0.523968524,0.575084083,0.639726943,0.48505316,0.556870523,0.527903743,0.857681384,0.437821053,0.486538853,0.462937799,0.534461943,0.671808742,0.528212287,0.432045615,0.351044137,0.623378498,0.79480606,0.438179995,0.82282538
EHMT2,0.450957004,0.5705518,0.288668925,0.553432013,0.34800726,0.634312792,0.731431204,0.446280567,1,0.389316643,0.628712324,0.613125549,0.824635542,0.816889222,0.551914828,0.405122757,0.505771232,0.821478299,0.670282305,0.681689077,0.606280054,0.673645876,0.545863803
EIF1AY,0.530657766,0.452758209,0.297830191,0.369900234,0.51836485,0.862539531,0.466348792,0.594866652,0.428975898,0.471967931,0.525855983,0.531928851,0.620612986,0.406044508,0.454912983,1,0.35466856,0.707668724,0.703285583,0.679982211,0.304639778,0.449192567,0.400858326
EIF2A,0.649092352,0.536767366,0.490594702,0.40390583,0.42600808,0.472832271,0.448877172,0.698170599,0.470813882,0.260259661,0.303905534,0.495071746,0.478673317,0.520026123,0.426753766,1,0.46998266,0.56830443,0.343514492,0.453395068,0.568338913,0.420993053,0.547275545
EIF2AK1,0.743113959,0.792920969,0.797284005,0.653178933,0.754308158,0.679405038,0.506453351,0.663487402,0.843674546,0.360983885,0.828021859,0.708918424,0.734556796,0.70170021,0.792844253,0.632197695,0.817735923,0.934395826,0.6171005,0.656140319,0.589352962,0.543953904,1
EIF2AK2,0.401721896,0.905884184,0.862853475,0.701001942,0.441164558,0.467024436,0.556823191,0.651376038,0.429086821,1,0.515561574,0.281969883,0.346891363,0.402475992,0.444425014,0.888709023,0.837385584,0.286274776,0.639903402,0.416329121,0.456266877,0.388291958,0.353682722
EIF2AK3,0.503139383,0.289953914,0.194133109,0.302795137,0.311137774,1,0.296513655,0.32398224,0.327165729,0.420606655,0.352539877,0.421578538,0.572876652,0.517584547,0.373705269,0.453987277,0.344379905,0.552412742,0.182987615,0.286282593,0.220374274,0.259327398,0.495705039
EIF2AK4,0.196798561,0.285252279,0.313664639,0.350415959,0.186999589,1,0.574938084,0.531222951,0.407703455,0.443323793,0.330755493,0.186411507,0.389006493,0.360853101,0.358052064,0.499206781,0.370140363,0.410934199,0.294815444,0.325684474,0.171250142,0.362276723,0.38695407
EIF2B1,0.257272827,0.566350297,0.673611384,0.569657896,0.683610278,0.365832056,0.549931361,0.579966596,0.769648597,0.604755512,0.567649363,0.503358769,0.954232394,0.605360523,0.486632512,0.88216162,0.685447378,0.726866246,0.45171629,0.586672249,0.862251577,0.672489941,1
EIF2B4,0.388461525,0.364547748,0.709757753,0.538660343,0.82137525,0.884481734,0.359807471,0.661606018,0.598250756,0.562409783,0.735931243,1,0.616991211,0.79221939,0.521492673,0.662866867,0.403271821,0.471112193,0.882618795,0.652198296,0.432324479,0.554772605,0.534201296
EIF2B5,0.36029606,0.452728729,0.390608707,0.49558099,0.717817596,0.682524769,0.588197632,0.992859506,0.539285246,0.499711885,0.698401947,0.874456458,0.896351931,0.666619418,0.700280284,0.845622856,0.601999189,1,0.392585765,0.360988347,0.484188389,0.47927018,0.951909819
EIF2S1,0.611176229,0.577978747,1,0.536707367,0.918973462,0.530164928,0.556814862,0.718226792,0.674862656,0.775454822,0.757244625,0.557712428,0.803598913,0.538502012,0.756031478,0.666728869,0.58987275,0.59787184,0.846168578,0.613017766,0.705756997,0.666551242,0.385385436
EIF2S2,0.621774453,0.616283064,0.578915443,0.597037026,0.948815942,0.555906748,0.684110997,0.938600587,0.923538857,0.386121005,0.416248695,0.607229623,0.89810705,0.611491894,0.843870824,0.963799713,0.864887462,1,0.556912016,0.884640331,0.983107384,0.733892323,0.967388161
EIF2S3,0.743007253,1,0.721257146,0.583205375,0.573582849,0.483926457,0.451196653,0.630452254,0.5970694,0.900357131,0.600207032,0.477420671,0.807437982,0.611749442,0.84738636,0.573280176,0.669243195,0.859350427,0.679937455,0.549943009,0.664755529,0.688132997,0.423733678
EIF3A,0.577675733,0.785390883,0.411710535,0.593804287,0.441559835,1,0.520127737,0.672150877,0.375640623,0.458913877,0.447771633,0.370011838,0.586556006,0.508566692,0.551616328,0.223055543,0.227506147,0.550776177,0.380126968,0.710272363,0.369994105,0.571586479,0.611190268
EIF3C,0.330066436,0.544588606,0.580255209,0.402708133,0.470426651,0.184466391,0.429436571,0.500789004,0.527152953,0.54075025,0.632512181,0.198311999,1,0.678642098,0.677421268,0.396285057,0.601908193,0.653261777,0.42837481,0.637549471,0.643675749,0.676452733,0.829318362
EIF3D,0.660436159,1,0.563560489,0.637460039,0.935289088,0.338126014,0.535589873,0.718006884,0.444411436,0.706397673,0.604867275,0.682953107,0.519573316,0.695693592,0.810134323,0.842433317,0.692106037,0.669195716,0.392280737,0.475974147,0.581906118,0.48984749,0.510772522
EIF3I,0.51220527,0.762836984,0.727735668,0.471821342,0.908305042,0.542366462,0.5774726,0.567172531,1,0.437375619,0.524044319,0.524274568,0.286089988,0.503698223,0.284666372,0.630466757,0.772658212,0.43299234,0.491569015,0.299773152,0.463928265,0.397741213,0.591114318
EIF3J,0.963786869,0.691301171,0.62759462,0.763047223,0.703772764,0.512220933,1,0.558640014,0.866444067,0.682544926,0.714664608,0.533166524,0.57695136,0.681209579,0.652574892,0.948673311,0.732782179,0.767552882,0.659772111,0.801111159,0.687404722,0.681565776,0.895168422
EIF4A1,0.685086748,0.743215928,0.788486191,0.80319265,0.995448252,0.453106799,0.31485458,0.724591923,0.733795729,0.258521958,1,0.72562838,0.767837767,0.545135504,0.680085546,0.450621445,0.623416276,0.359926424,0.331073215,0.671733487,0.475401163,0.522121402,0.787638665
EIF4A2,0.705701595,0.798465559,0.647995959,0.663194131,0.894888652,0.482391845,0.679346405,0.428324794,0.621299392,0.756204982,1,0.390203529,0.362419564,0.455457245,0.567932278,0.503181708,0.650747149,0.403613684,0.859529642,0.699079931,0.711641384,0.512921223,0.568438191
EIF4A3,1,0.821647969,0.588115004,0.816740202,0.698037707,0.628400246,0.352658866,0.801944104,0.681597815,0.162179696,0.524574793,0.990429314,0.495150004,0.852584388,0.71880183,0.699465759,0.778195941,0.855343649,0.574360339,0.879249934,0.44120578,0.712094019,0.757248525
EIF4E,0.366890874,0.367890094,0.364725455,0.30608325,0.324250749,0.434098432,0.307531779,0.40306095,0.258870753,1,0.408420258,0.576661805,0.556053431,0.60978118,0.37103543,0.346726726,0.346290612,0.393809254,0.59526648,0.42197531,0.461334431,0.482589991,0.635363535
EIF4E2,0.852136909,0.670107597,0.81413714,0.738839519,1,0.442810391,0.368872462,0.881073449,0.595992522,0.648039067,0.669963343,0.242064273,0.71699221,0.663511284,0.782429774,0.421444408,0.40134208,0.464910136,0.571913231,0.769046493,0.621286307,0.798688558,0.564242368
EIF4E3,0.655380178,0.18156231,0.426967458,0.6815924,0.561361542,0.912577897,0.594734936,0.692734589,0.571649944,0.556566678,0.306369484,0.819458525,0.59414528,0.9156528,0.606676929,0.941950573,0.483720724,1,0.841000344,0.696080483,0.859299116,0.685896912,0.464226651
EIF4EBP1,0.451683407,0.602447982,0.352898032,0.562368346,0.536010326,0.771394736,0.407973498,0.521058735,0.606382268,0.318450516,0.628796441,1,0.379798797,0.675916483,0.56419552,0.547638655,0.568715054,0.839941917,0.560224854,0.57092401,0.411921301,0.26285817,0.900684018
EIF4EBP2,0.528373206,0.803094194,0.889835154,0.503451335,0.96321809,0.492549565,0.415555408,0.604969843,0.587024963,0.795887459,0.442587916,1,0.864650641,0.665948043,0.687277419,0.623073343,0.542475105,0.645173306,0.756165374,0.562893206,0.789483014,0.551093603,0.550511071
